id,tweet,label
890,people italy thrown money roads outside saying money useless save death well spend service help needy lesson humanity,fake
891,leaders mt roskill evangelical fellowship encouraged members congregation get retested covid NUM comply public health advice self isolation NUMam morning labs registered new tests NUM congregation,real
892,facebook user claims melinda gates divorced husband bill gates wanting destroy africa,fake
893,sop partial reopening schools w e f today NUMst september NUM planning reopening schools URL,real
894,governor andy beshear authorized kentucky teachers make home visits parental approval teachers inspect bedroom student currently enrolled k NUM,fake
895,vaccine deals works candidates producers says union health minister interview URL,real
896,west virginia overdoses increased NUM NUM pandemic URL,fake
897,india tracker NUM august NUM NUM NUM confirmed cases NUM recovered NUM NUM NUM active cases NUM NUM NUM deaths NUM NUM NUM via URL,real
898,NUM students tested positive covid NUM exam karnataka consortium medical engineering dental colleges karnataka graduate entrance test comedk,fake
899,daily update published tracked NUM NUM million tests NUMk yesterday right april average note track tests state reports states report tests details see URL,real
900,one case previously reported lagos ondo state case total number confirmed cases lagos NUM NUM ondo breakdown cases states please see URL,real
901,coronavirus one NUM protected covid NUM first year vaccine use URL,real
902,bill gates admited video vaccine covid NUM changes people dna forever,fake
903,indian council medical research icmr issued guidelines post lockdown phase,fake
904,india recovery rate improves NUM NUM september NUM NUM steady improvement india covid NUM recovery rate since initiation march NUM NUM via URL,real
905,latest report shows influenza like illness declined remains elevated however severity indicators hospitalizations deaths increasing see additional data URL URL,real
906,rt active cases NUM NUM NUMth NUM total cases NUM recovery rate stands NUM NUM number test,real
907,please join cdc emergency partners information connection epic today NUM pm et special webinar reducing risk engaging daily life celebrating fourth july participating social activities returning work URL URL,real
908,thank dialysis staff protecting vulnerable patients cdc new training webinars help prevent spread facility URL URL,real
909,pattern saw cases hospitalizations last couple months compare arizona new jersey new york texas URL,real
910,NUM people guests hotel people entered NUMth june NUMth departed NUM contacted referred testing NUM negative results yesterday NUM people followed,real
911,rt testing NUM NUM lakh samples day NUM labs capacity also increased augmenting number labs shifts dg,real
912,coronavirus NUM britons antibodies levels wane two months sage warns URL,real
913,fox news trump test positive covid NUM,fake
914,states seeing record high averages alabama arizona california florida nevada north carolina oklahoma oregon south carolina texas URL,real
915,coronavirus premier inn owner whitbread cut NUM jobs URL,real
916,covid NUM may linked onset pediatric type NUM diabetes imperial college london study suggests URL URL,real
917,new cases remained yesterday NUM day average pretty steady last NUM days URL,real
918,goodwill industries international fired employees coronavirus pandemic,fake
919,large country randomized controlled trial NUM NUM billion people shows covid NUM patients treated hydroxychloroquine NUM NUM lower death rate,fake
920,low percentage NUM NUM positive covid tests suggests enough widespread aggressive testing new hampshire detect new cases identifying isolating new cases help contain covid without resorting lockdowns NUM NUM URL,real
921,local man appoints world foremost expert coronavirus URL,fake
922,number areas added coronavirus watchlist scientists warned transmission rate could high NUM NUM uk find area affected URL,real
923,high level testing also lead high number daily positive cases however states advised firmly focus comprehensive tracking prompt isolation effective treatment,real
924,seen news federal government routed hospital data new system hhs think states based data compilation affected change,real
925,covid NUM situation mh matter concern gj dl tn rj mp r belated wisdom prime concern soon reach NUMk still health infrastructure fit crosses NUMk circumcisions URL URL,fake
926,see latest cdc report new data like illnesses hospitalization rates deaths check URL URL,real
927,michigan gov gretchen whitmer banned sale american flags covid NUM pandemic,fake
928,japan new coronavirus test negative cost NUM yen positive state bear cost,fake
929,yesterday laboratories completed NUM tests NUM taken managed isolation quarantine facilities total number tests completed new zealand date NUM,real
930,vic branch one nation says australia follow sweden switzerland taiwan approaches covid NUM two european countries many deaths per capita taiwan novel approach tracking infected URL URL,fake
931,video overcrowded shramik train claimed mumbai travelling west bengal,fake
932,chancellor angela merkel knew pandemic since NUM virus laboratory,fake
933,fatality rates among infected covid NUM range NUM NUM aged NUM,fake
934,eradicated covid NUM get started morons get shirt gt gt gt URL URL,fake
935,last week sent member states requesting join vaccine arm act accelerator today NUM countries engaging w covax global vaccines facility largest amp diverse vaccine portfolio,real
936,eight new cases reported nigeria NUM lagos NUM fct NUM kaduna state NUM NUM pm NUMth april NUM confirmed cases reported nigeria thirty three discharged five deaths URL,real
937,mortality analysis basis age gender NUM deaths reported male NUM females NUM deaths reported people age group NUM NUM years amp NUM deaths people NUM years age secretary URL,real
938,masks effective stopping spread magic ingredient experts say URL,fake
939,NUM covid NUM testing labs india icmr URL,real
940,three cases previously included lagos state cases transferred ogun state three cases live satellite towns ogun close lagos therefore lagos state reported NUM confirmed cases ogun state reported NUM confirmed cases,real
941,news government tells people unable take covid tests allowed use predicted results URL URL,fake
942,bill melinda gates foundation headquarters called centre global human population reduction,fake
943,photo shows crowd anti coronavirus lockdown rally berlin,fake
944,uk public confidence covid vaccine edged NUM URL,real
945,last two weeks NUM states broken record number new cases one day includes southern states three western states URL,real
946,las vegas get knock door nv power NUM census cvd NUM testers open door robbing people gunpoint,fake
947,physician discovered cure corona colloidal silver another word liquid silver natural antibiotic tell everyNUM isolated individual trouble spreading msg happy greet survivers,fake
948,foundation truly one inspirational forces social change thank changing lives kids,fake
949,lock period fantastic natural scenery sea beach near chandrabhaga puri konark marine drive road,fake
950,claimed u one lowest mortality rates world covid NUM false URL URL,fake
951,news bbc replaces nichola sturgeon pandemic briefings jamie oliver making curried haggis URL URL,fake
952,state wise details total confirmed cases till NUM september NUM NUM states NUM NUM confirmed cases states NUM NUM confirmed cases states NUM confirmed cases total confirmed cases far URL,real
953,coronavirus vote trump URL,fake
954,similar arrangements investigated rotorua meantime confirmed case transferred jet park hotel,real
955,wife suffering coronavirus pregnant doctor said survive,fake
956,number recovered patients outpaced active cases NUM NUM NUM lakh recovered patients increased NUM NUM times active cases date secretary URL,real
957,recovered cases report today meaning number active cases new zealand NUM one new zealand receiving hospital level care covid NUM,real
958,prior economic downturn caused covid NUM united states economy greatest ever peak,fake
959,little complexity states report current hospitalizations lump together laboratory confirmed positive suspected cases others like california seen break URL URL,real
960,new joe biden wrong recently suggested first time first person call invoking defense production act response coronavirus URL URL,fake
961,evidence serious vitamin deficiency root cause covid complications also getting much press surprise pharma finances lot media interest money,fake
962,patients comorbidities NUMx likely hospitalized NUMx likely die URL,real
963,seven additional cases recovered total number active cases NUM NUM imported cases miq facilities NUM community cases,real
964,also cover latest vaccines developed china including sinovac coronavac cansino adNUM ncov unnamed inactive vaccine wuhan sinopharm bbibp corv russia gam covid vac sputnik v also covered,fake
965,exposed stay home self quarantine away others NUM days take steps URL URL,real
966,pre existing immunity people get really sick people unaffected URL URL,real
967,said game plan distribute coronavirus vaccine right URL URL,fake
968,NUM people receiving hospital level care part auckland community cluster NUM people auckland city hospital NUM north shore hospital NUM middlemore hospital,real
969,following account know tracking california situation state completing barely NUMk tests day NUMk test backlog going URL,real
970,govt clarified pradhan mantri suraksha bima yojana cover related deaths pib said pradhan mantri jeevan jyoti bima yojana pmjjby covers deaths certain conditions URL,fake
971,get broader dynamics falling cases rising deaths weekly update earlier today URL,real
972,observing physical distance reduces risk contact droplets infected person sneezes coughs reduce risk spread around observe physical distancing wash hands frequently URL,real
973,NUM countries engaged new vaccine facility NUM candidate vaccines evaluation NUM clinical trials giving largest diverse covid NUM vaccine portfolio world URL URL,real
974,rt taking break cdc approved psa explains seek eme,real
975,cindy mccain endorses biden republicans yes americans foremost URL widow distinguished us military officer would never affiliate w biden deep ties adversary ccp launched bioweapon covidNUM us soil world,fake
976,right wing extremists libertarians evangelicals built quebec movement covid NUM restrictions cbc news URL,fake
977,second case man thirties arrived new zealand india NUMth june staying grand millennium recorded symptoms point man wife travelled also reported symptoms,real
978,tanzanian club spokesman haji manara infected covid NUM tour netherlands,fake
979,facebook twitter took action trump statement children almost immune covid NUM platforms said violated policies misinformation URL,fake
980,one third half infected people japan foreigners,fake
981,rt highest ever NUM recoveries NUM NUM lakh tests conducted single day NUM crore nNUM masks NUM NUM crore p,real
982,dog quarantined hong kong testing positive new coronavirus,fake
983,administration via announces ship NUM NUM million member testing kits states week first NUM million ship abbott test requires additional equipment provides results NUM min URL,fake
984,chanel latest perfume post coronavirus life l amor avec hand sanitizer URL,fake
985,study cdc proves face masks prevent spread virus,fake
986,testing status update stated NUM samples tested upto august NUM NUM NUM samples tested august NUM NUM URL,real
987,western countries busy fighting new coronavirus international terrorism stopped,fake
988,democrats blame covid NUM related deaths control drugs virus,fake
989,worked covid NUM pandemic department labor finally authorized NUM NUM hazard pay qualified essential workers,fake
990,nigeria grow country gap politicians ordinary man breached happen politicians earn salaries receive allowances proportional certificates,fake
991,john travolta tests negative coronavirus URL,fake
992,limit contact people infected others limit opportunities virus causes transmitted important reduce spread URL,real
993,NUM day avg tests texas back late june levels reinforcing trend falling testing numbers recent weeks especially concerning schools preparing reopen state URL,real
994,herd immunity strategy unethical unlikely successful uk warn scientists long covid sufferers call recognition URL,fake
995,protestors encouraged get tested URL URL,real
996,google donated NUM billion NUM crores rupees fight coronavirus india,fake
997,covid NUM update new cases covid NUM report new zealand today NUM days since last case covid NUM acquired locally unknown source,real
998,indian ayurvedic pharmaceutical patanjali claimed ayurvedic ministry approved sale covid NUM ayurvedic medicine coronil produced company,fake
999,vaccines made available first need countries NUM frontline workers NUM older people NUM sick vulnerable populations URL,real
1000,hypochondriac guide convincing got covid NUM URL URL,fake
1001,antibody testing NUM necessary separate tests NUM antibody testing remains small portion cumulative tests performed NUM us viral testing really scaled ton NUM antibody tests grown daily tests colorado e g URL,real
1002,intriguing study links covid related depression changes cns week clinical trend URL URL,real
1003,dr anthony fauci said covid NUM vaccine must delivered people without proper studies carried,fake
1004,evidence hydroxychloroquine helpful preventing covid NUM study finds URL,fake
1005,never covid NUM read coronavirus fake huge cover allow deployment NUMg network towers real cause virus death releasing extreme amount radiation body phone signal NUMg also give government access information location r f chip vaccine said immunize lose rights privacy bank personal info please aware take vaccine governments lying us,fake
1006,donald trump fails distinguish younger older students coronavirus risks early studies suggest older teens catch spread covid NUM much like adults URL,fake
1007,images gathering bjp members madhya pradesh NUM march NUM despite existing lockdown state,fake
1008,treatment coronavirus mentioned intermediate zoology book viral forward reads new disease already mentioned intermediate zoology book along treatment happens sometimes many great scientists doctors focus lesser known books mostly busy famous books,fake
1009,trump says NUM us coronavirus deaths shame URL,real
1010,video burqa clad muslim woman denied food kit distributed help people current crisis india due covid NUM muslim,fake
1011,video shows italians french people singing madonna katy perry britney spears aya nakamura songs balcony lockdown measure france italy,fake
1012,says coronavirus damn flu,fake
1013,pleased announce inclusion NUMth lab national laboratory network accunalysis diagnostic centre anambra progress katsina kwara amp gombe read faqs diagnostics URL URL,real
1014,seven additional recovered cases meaning total NUM one case remains active additional deaths report one new zealand receiving hospital level care covid NUM,real
1015,number recovered cases progressively rising total number recovered cases NUM NUM lakh secretary URL,real
1016,video shows gujarat police asking money bribe migrants walking railway tracks amidst nationwide covid NUM lockdown,fake
1017,NUM new cases NUM lagos NUM oyo NUM edo NUM ogun NUM fct NUM plateau NUM kaduna NUM borno NUM niger NUM kwara NUM bauchi NUM anambra NUM enugu NUM cases nigeria discharged NUM deaths NUM URL,real
1018,turkish doctor allegedly found coronavirus vaccine,fake
1019,breaking white house unveils officials council open america URL,fake
1020,cocaine kills coronavirus,fake
1021,railway cancelled NUM lakh tickets example mine NUM ticketdebit amount rs NUMrefund amount rs NUMdeduction amount NUM rsNUM x NUM NUM NUM NUM rs scam,fake
1022,update NUM new cases covid NUM report managed isolation new zealand NUM days since last case covid NUM acquired locally unknown source community,real
1023,foreign secretary dominic raab says challenge testing airports high false positive rate adds NUM tests successful identifying virus URL URL,real
1024,number people quitting smoking ten year high thanks change attitudes covid NUM pandemic URL,real
1025,combined total confirmed probable cases remains NUM number recovered cases NUM additional deaths report one new zealand receiving hospital level care covid NUM nine significant clusters closed,real
1026,NUM indians reported new coronavirus infections taking country total confirmed case count NUM NUM lakh low cost covid NUM diagnostic test kit developed iit delhi launched union hrd minister ramesh pokhriyal URL,fake
1027,japanese doctors claim drinking water every NUM minutes prevents covid NUM,fake
1028,joe biden repeatedly said first person call invoking defense production act response coronavirus looked timeline URL URL,fake
1029,rt south africa launched first vaccine trial africa dr mihigo shares insight historical e,real
1030,see articles claiming early vaccine trial participant uk died turns alive well fact checkers found believe misinfo read coronacheck instead URL URL,fake
1031,deaths reported israel due covid NUM found cure disease solution hot water baking soda lemon cure covid NUM,fake
1032,per order people michigan banned purchasing new baby car seat stores,fake
1033,india cumulative tests reach nearly NUM NUM crore today NUM lakh tests conducted last NUM hours across country spurred total tests NUM india total recoveries surpassed cross NUM NUM million today URL,real
1034,NUM days URL,real
1035,currently NUM people managed isolation quarantine current effective capacity NUM gives us excess capacity NUM next week projecting NUM arrivals NUM departures facilities,real
1036,latest update NUM days since last new case covid NUM reported new zealand active cases report total number confirmed cases remains NUM number report world health organization URL,real
1037,latest cdc report shows percentage visits doctor offices ers illnesses symptoms likely related declining nationally thanks part result widespread efforts slow spread URL URL,real
1038,people covid NUM misdiagnosed pneumonia dying thrombosis,fake
1039,chandigarh kalka road nature back basics birds singing style,fake
1040,virgin australia set change name fucked coronavirus URL URL,fake
1041,incubation period children adults time exposure symptoms start commonly around NUM NUM days ranges NUM NUM days URL URL,real
1042,NUM new recovered cases reported ten states uts maharashtra continues lead NUM new cases recovered patients andhra pradesh contributed NUM single day recoveries URL,real
1043,help protect others social distancing amp wearing cloth face covering fits snugly reaches nose chin completely covers mouth nostrils watch video featuring URL URL,real
1044,bill gates melinda gates anthony fauci charged genocide,fake
1045,analysis quarantined passengers adequately protected cornwall URL URL,fake
1046,israel forefront world number tests covid NUM,fake
1047,claimed maybe need lockdown,fake
1048,dr manisha patil died due covid NUM treating coronavirus patients maharashtra india,fake
1049,people filming medical equipment boxes spanish politicians,fake
1050,article stating NUM police officers tested positive covid NUM assisting positive migrants,fake
1051,india comprehensive calibrated actions within umbrella strategy test track treat resulted low mortality rate sustained efforts early diagnosis amp timely effective treatment continue steadily push cfr URL,real
1052,simple solution corona virus revealed god wonderful deadly corona virus confirmed tested palm oil stop spread virus experts advised drink two spoonful palm oil every morning avoid continuous spread virus plz help share spread important message urgently families friends love ones message save millions lives world health organization,fake
1053,estimated NUM cases worldwide march NUM NUM states new york city amp dc reported nearly NUM cases covid NUM almost half reported cases california amp washington state see cases us URL URL,real
1054,amish communities remained covid free coronavirus pandemic,fake
1055,would definitely contend idea people predicting viral growth occurring since jan NUM,real
1056,faucian bargain faucian dilemma URL,fake
1057,uganda postponed general elections due covid NUM,fake
1058,state wise details total confirmed cases till NUM september NUM NUM states NUM NUM confirmed cases states NUM NUM confirmed cases states NUM confirmed cases total confirmed cases far URL,real
1059,president italy crying coronavirus pandemic,fake
1060,trump explanation rising counts coronavirus cases testing people testing increased nationally positivity rate trump right positivity rate would decreasing least staying URL URL,fake
1061,six new cases reported nigeria NUM kwara NUM edo NUM rivers NUM fct NUM NUM pm NUMth april NUM confirmed cases reported nigeria thirty five discharged five deaths URL,real
1062,icmr study plots covid NUM peak around mid november,fake
1063,chloroquine yet approved treatment nigeria drinking salt ginger garlic water prevent URL,real
1064,right urgent cancer referrals made gps NUM URL URL,real
1065,news italy made whole world cry losing whole family corona young man committed suicide jumping roof building,fake
1066,difficult impossible NUM days lockdown,fake
1067,daily update published tracked NUM NUM million tests NUMk yesterday note track tests state reports states report tests details see URL URL,real
1068,short impossible report anything resembling real statistics hospitalizations icu admissions ventilator usage across united states failing nation health care system,real
1069,moved green covid warning dashboard indicating track contain covid cases steadily decreasing new jersey covid preparedness meets exceeds international standards across key metrics URL URL,real
1070,NUM NUM jan published package guidance documents countries covering topics related management new disease outbreak finding amp testing disease caring patients infection prevention amp control measures protect,real
1071,states reported NUMk new cases today near record numbers result increased testing capturing rapid spread virus across large swath country URL,real
1072,post says two patients valley regional medical center brownsville texas looked possible coronavirus infections,fake
1073,president trump asked see covid death chart go URL,fake
1074,rt news study identifies potential approach treat severe respiratory distress patients covid NUM URL,real
1075,combined total confirmed probable cases remains NUM one additional person recovered taking recoveries NUM represents NUM confirmed probable cases recovered covid NUM additional deaths report,real
1076,week cdc received NUM models forecast possible deaths us june NUM combined forecast suggests increase total number deaths continue slow NUM NUM deaths june NUM see URL URL,real
1077,today cdc reported death person hospitalized NUM first reported death within us covid NUM infection caused novel URL URL,real
1078,notre dame university traced source infected NUM players coronavirus URL,fake
1079,india rides wave high testing several states uts demonstrated better response higher tests per million tpm commensurate lower positivity rate national average,real
1080,active cases less NUM NUMl small proportion less NUM NUMth total cases recoveries become NUM times active cases URL,real
1081,NUM NUM pm NUMth april number states confirmed cases NUM fct lagos NUM fct NUM osun NUM kano NUM edo NUM oyo NUM ogun NUM katsina NUM bauchi NUM kaduna NUM akwa ibom NUM kwara NUM delta NUM ondo NUM enugu NUM ekiti NUM rivers NUM niger NUM benue NUM anambra NUM,real
1082,video shows rashtriya swayamsevak sangh rss members paying respect doctors aurangabad maharashtra india,fake
1083,president trump says filing personal lawsuit china causing coronavirus URL,fake
1084,icmr honoured carried testing NUM samples hon ble members parliament officials war footing weekend service nation,real
1085,NUM people granted compassionate exemption attend funeral grieve family people either returned facility self isolated agreed location NUM application granted exemption self isolate family member close dying,real
1086,planning visit beach risk highest less NUM feet people crowded public beach freely share food toys equipment practice social distancing amp habits stay healthy URL URL,real
1087,covid NUM thrombosis caused bacteria cure found italy,fake
1088,colombia last country coronavirus test ranking,fake
1089,ramped testing hugely country health minister edward argar says prime minister setting ambitious achievable targets comes increasing testing capacity URL URL,real
1090,coronavirus people co infected flu covid NUM far greater risk death URL,real
1091,new coronavirus created china laboratory kill NUM population,fake
1092,yes doctors confirm catch coronavirus farts URL,fake
1093,restaurant bar owners planned staff member gets sick cdc offers tips protect health safety staff customers tips URL URL,real
1094,local woman informs kids mother day going ahead despite coronavirus,fake
1095,update managed isolation protocols NUM NUM april NUMth everybody coming across border go NUM days quarantine managed isolation since NUM people one facilities,real
1096,netflix documentary tiger king risen popularity forces people lockdown surprise rumour began one main protagonists infected latest issue URL URL,fake
1097,angela rayner demanded social care workers uk paid least real living wage care homes brace feared second wave labour deputy leader joins discuss NUM channel NUM watch live URL URL,real
1098,total cases india august NUM NUM NUM NUM cured discharged migrated NUM NUM NUM active cases NUM NUM NUM deaths NUM total covid NUM confirmed cases cured discharged migrated active cases deaths via URL,real
1099,noted meteorologist says california wildfires fanned coronavirus URL,fake
1100,russian health minister announced starting october NUM country would share covid NUM vaccine allies including venezuela,fake
1101,recorded NUM close contacts charter flight christchurch auckland NUM tested include people closest person flight NUM returned negative result,real
1102,rudimentary website sustainable process going next day thanks dozens volunteers hit pause adding new people effort start bringing smooth workflows easier ways plug,real
1103,one politician died virus,fake
1104,date system recorded NUM close contacts returned negative test result NUM casual contacts identified gym classes NUM tested returned negative result,real
1105,rt sage covid NUM vaccine recommendations taking shape modeller economist tackling key qs amp resp,real
1106,today six new cases one additional recovered case total number active cases NUM NUM imported cases miq facilities NUM community cases,real
1107,today recorded NUM confirmed probable cases recovered covid NUM increase three yesterday total NUM additional deaths report,real
1108,japanese nobel laureate dr tasuku honjo said china manufactured coronavirus worked wuhan lab later produced,fake
1109,one new case confirmed oyo state nigeria NUM NUM NUMnd march NUM confirmed cases nigeria NUM confirmed cases NUM discharged death URL,real
1110,actors applauded macron visited suburban city pantin near paris video man front pacaembu stadium paulo field hospital covid NUM patients built claims since movement entrance one waiting get one inside either dean college biologists euskadi states lot pcr false positives asymptomatic spread coronavirus nagpur medical hospital kidney patient removed excuse made patient corona novel coronavirus sending us economy freefall posts list phone numbers job seekers call find work shared thousands times facebook instagram people italy threw away money lost family members coronavirus covid NUM human made american biological weapon fish tank additive may treat coronavirus everyone dying coronavirus death due covid NUM israel mix lemon baking soda tea combination kills coronavirus alleged tweet general heleno minister institutional security sort like ministry interior brazil says covid NUM strong since president jair bolsonaro recovered easily bolsonaro always denied covid NUM post says donald trump said march NUMth people never died dying home vaccination coronavirus cuba picture shows clothes died coronavirus china beijing shipping clothes africa american ceo drew indian map comparing population indian state countries across world highlighting india indirectly handling covid NUM crisis many countries picture showing many hospital beds patients concentrated small area caption states public health like brazil NUM media never talked president barack obama waited six months call swine flu emergency thousands died men india railway minister demanding money helpless workers walking tracks doctors tijuana taking nap floor hospital photo mannequin wheeled hospital shows covid NUM coverup four people died zanzibar handling chicken infected covid NUM post says one died coronavirus united states video showing muslim man throwing notes spread coronavirus industrialist ratan tata view economic downfall due covid NUM hold breath NUM seconds fibrosis therefore infection picture text english describing method hydroxychloroquine cures virus happens treatment used radiation sickness senegalese doctor says chloroquine secret low number deaths covid NUM senegal medical report hospital general universitario santa luc de cartagena murcia person possible coronavirus nba asking president donald trump resign never play image critically ill covid NUM infected woman hugging child last time death every election year disease sars NUM avian flu NUM swine flu NUM mers NUM ebola NUM NUM zika NUM coronavirus NUM details three coronavirus positive cases reported kothapet hyderabad india social media group admins requested close groups two days jo doria governor paulo caught covid NUM isolated also took chinese vaccine tested brazil instagram post claims microsoft founder bill gates said NUM people could die covid NUM vaccine priyanka gandhi started buses help migrants travel covid NUM lockdown claim made india found cure coronavirus saddam hussein talked coronavirus cabinet army nineties said america threatened spread virus follow command photo shared hundreds times facebook twitter alongside claim shows nurse apologising muslim man blamed muslim community spreading covid NUM india posts claim nurse forced apologise local politician document talks benefits wine prevent coronavirus pregnant women must undergo caesarean section pandemic u citizens entitled NUM usd per week stay home avoid spread covid NUM novel coronavirus starting NUM NUM NUM picture quote attributed bill gates stating vaccine safe let get quickly anyway worry consequences later,fake
1111,daily update published tracked NUM NUM million tests NUMk yesterday bit april average testing plateau continues note track tests state reports details see URL URL,real
1112,one wrinkle data one way think know missing lots data positive rate starts go also worth noting see upper bound positive rate,real
1113,democratic primary candidates find common ground high risk coronavirus URL URL,fake
1114,nicol maduro warned covid NUM disease might biological weapon created china rest world,fake
1115,text lithuanian excerpted letter claims measures genocide pandemic real,fake
1116,covid NUM update nine new cases covid NUM report new zealand today eight confirmed cases one probable case total number active cases new zealand NUM NUM imported cases managed isolation facilities URL,real
1117,rt nc gov roy cooper said covid NUM patients states died trouble getting ventilator icu,fake
1118,state wise details total confirmed cases till NUM september NUM NUM states NUM NUM confirmed cases states NUM NUM confirmed cases states NUM confirmed cases total confirmed cases far URL,real
1119,images show indonesian doctor dr hadio ali died due covid NUM,fake
1120,india one lowest global fatality rates dr vinod paul member health apprises gom vaccine development india,real
1121,latest updates director general health police commissioner new cases covid NUM report today means new zealand combined total confirmed probable cases NUM NUM confirmed cases covid NUM URL,real
1122,donald trump attempt steal covid NUM vaccine german company refuse testing kits,fake
1123,coronavirus patient zero identified URL,fake
1124,yesterday laboratories completed NUM tests bringing total number tests completed date NUM,real
1125,says president donald trump morbidly obese,fake
1126,new recovered cases report continue NUM active cases managed isolation facilities none people receiving hospital level care number confirmed cases remains NUM,real
1127,covid NUM pandemic caused NUMg network influenza pandemics caused electrification earth,fake
1128,another implication fact lot headroom left outbreak grow locked lots transmission already data see lags NUM NUM weeks time infection,real
1129,kabataan representative philippines sarah elago tested positive coronavirus,fake
1130,andrew jenkinson says wife treatment paused much concentration covid NUM get story URL URL,real
1131,good news today deaths fell NUM first time since march NUM NUM day average keeps falling slowly URL,real
1132,myanmar navy ships started blocking shooting bengalis stop entering country covid NUM,fake
1133,five recovered cases report bringing total number active cases NUM NUM imported cases miq facilities NUM community cases,real
1134,NUM days since last case covid NUM acquired locally unknown source total number active cases NUM today new case woman NUMs arrived new zealand NUM july london via doha sydney,real
1135,acc testing strategy direct amp high risk contacts confirmed case needs tested day NUM NUM coming contact please contact district surveillance officer test family URL URL,real
1136,NUM people returned nz since NUM march managed isolation quarantine workers working ground supporting returnees keeping communities safe covid NUM URL,real
1137,soon assess full impact report estimates NUM million people may face chronic hunger end year URL,real
1138,delays getting test results back condemned appalling negligent chair body representing NUM care homes uk URL,real
1139,latest cdc shows influenza like illness declined nationally baseline remains elevated northeastern northwestern parts u see additional data URL URL,real
1140,note NUM deaths reported lagos state NUMrd july include previously unreported deaths breakdown cases state found via URL URL,real
1141,pier luigi bersani,fake
1142,latest cdc report shows percentage deaths attributed increased first NUM weeks july since decline URL URL,real
1143,major highlights week NUM NUM crore tests conducted far last NUM hrs NUM lakh samples tested recovered patients crossed NUM lakhs guidelines issued secretary URL,real
1144,messy number especially time series could get number reflects today would mix cumulative hospitalizations states daily totals others,real
1145,index case detected astute physician aware national case definition appeal health care workers pay attention patient travel history critical time URL,real
1146,one article le parisien french journal published NUM reveals covid NUM created chinese scientists,fake
1147,olly murs turns local hospital coronavirus turns hangover URL,fake
1148,current hospitalizations ticked first time since early may today largely alabama began reporting hospitalizations today added NUM people known national total NUMk URL,real
1149,bruno covas mayor paulo admited using chloroquine banned drug paulo,fake
1150,NUM new cases reported NUM lagos NUM borno NUM osun NUM katsina NUM kano NUM ekiti NUM edo NUM bauchi NUM imo NUM NUM pm NUMth april NUM confirmed cases reported nigeria discharged NUM deaths NUM URL,real
1151,claim cow urine dung could treat covid NUM assam legislator haripriya URL fact claims add misinformation fear mongering fight disease scientifically anant bhan health researcher preventive med cure yet URL,fake
1152,breaking people may coronavirus required self isolate law refuse facing fines NUM england read URL URL,real
1153,overarching goal covax facility ensure countries access vaccines time priority given risk including health workers older people others highest risk,real
1154,cardio workout lockdown URL,fake
1155,pakistan pm imran khan tested covid NUM positive,fake
1156,coronavirus led layoffs stripped workers employer sponsored health insurance top republicans actually encouraged people sign plans available marketplaces set obamacare URL URL,fake
1157,claim india ministry home affairs made punishable offense citizens publish posts social media novel coronavirus shared repeatedly facebook twitter whatsapp,fake
1158,virus spreading act health secretary matt hancock explains local measures taken try stop spread follow live URL URL,real
1159,response government nurses staff civil hospitals regards safety security due people telangana suffering seasonal cold cough fever worried go hospital due covid NUM telangana government think situation solve problem soon possible,fake
1160,believe data central mission recording state level data illuminates severity outbreak intensity responses expect states reporting numbers soon,real
1161,india touches new peak NUM tests day taking cumulative testing NUM highest single day recoveries NUM recovery rate improves NUM NUM today URL URL,real
1162,hospitals united states get paid NUM patients die flu NUM covid NUM,fake
1163,recovery NUM lakh made possible policy testing aggressively tracking comprehensively amp treating efficiently better ambulance services focus standard care amp use non invasive oxygen given desired results,real
1164,NUM new cases lagos NUM fct NUM akwa ibom NUM oyo NUM kaduna NUM delta NUM rivers NUM ogun NUM ebonyi NUM kano NUM plateau NUM gombe NUM kebbi NUM kwara NUM bauchi NUM borno NUM NUM cases discharged NUM deaths NUM URL,real
1165,photo people medical scrubs lying floor operating theatre shows NUM italian doctors died covid NUM one day NUM NUM NUM,fake
1166,video shows NUM dead bodies delhi loknayak hospital india,fake
1167,jedward say believe coronavirus starting lose power URL,fake
1168,heard single police officer dying covid NUM across world,fake
1169,nobel prize winner inventing pcr method says suitable virus detection,fake
1170,inventor pcr said test work detect viruses,fake
1171,mark NUM days since first case remember NUM people lost outbreak publish daily situation reports remember humans amp loved ones behind numbers URL,real
1172,dpp democratic progressive party politician wang shijian said taiwan NUM confirmed cases,fake
1173,total number confirmed cases NUM report,real
1174,us labs test infection using existing cdc test kits specific instructions newest protocol using cdc tests visit URL URL,real
1175,absence vaccine prevent focus non pharmaceutical interventions using face masks physical distancing frequent hand washing join ongoing conversation live URL URL,real
1176,nobel laureate dr honjo claimed covid NUM virus man made wuhan laboratory,fake
1177,intrepid investigative reporting reveals mystery ingredients russki covid NUM vaccine URL,fake
1178,india substantively ramped testing infrastructure one lab jan NUM NUM labs today expanded diagnostic lab network amp facilitation easy testing across country given boost india done NUM crore tests presently URL,real
1179,average daily recovered cases week wise grown NUM times NUM NUMst week july NUM last week august URL,real
1180,brings total number cases NUM NUM linked latest community outbreak given cases linked treating cluster stage expect cases,real
1181,backs asymptomatic coronavirus transmission claims URL,real
1182,counties lax travel policies risk becoming next hot spots disease also acting reservoirs virus reignite infection places tamped URL via,real
1183,rt cdc leads new national genomics consortium help coordinate sars cov NUM sequencing laboratories across united st,real
